ship_id,weapon_system,fire_arc,point_blank,short,long,extreme,ad,ap,dd,traits
615,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (6)
616,Light Guns (12 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",6,-2,1,"DP, Restricted, Weak"
616,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (7)
617,Light Guns (12 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",6,-2,1,"DP, Restricted, Weak"
617,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (8)
618,Light Guns (6 x 5.5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",4,-2,1,"Restricted, Weak"
618,Light Guns (2 x 4-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","17""",1,-2,1,"DP, Weak"
618,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
619,Light Guns (16 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","21""",10,-1,1,"DP, Restricted, Weak"
619,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (9)
620,Light Guns (16 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","21""",10,-1,1,"DP, Restricted, Weak"
620,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (10)
621,Light Guns (16 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","21""",10,-1,1,"DP, Restricted, Weak"
621,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (12)
622,Light Guns (16 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","21""",10,-1,1,"DP, Restricted, Weak"
622,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (12)
623,Light Guns (16 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","21""",10,-1,1,"DP, Restricted, Weak"
623,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (12)
624,Light Guns (16 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","21""",10,-1,1,"DP, Restricted, Weak"
624,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (10)
625,Light Guns (16 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","21""",10,-1,1,"DP, Restricted, Weak"
625,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (10)
626,Light Guns (16 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","21""",10,-1,1,"DP, Restricted, Weak"
626,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (12)
627,Light Guns (16 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","21""",10,-1,1,"DP, Restricted, Weak"
627,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",3,-,-,Local (11)
628,Light Guns (16 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","21""",10,-1,1,"DP, Restricted, Weak"
628,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",3,-,-,Local (12)
629,Light Guns (16 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","21""",10,-1,1,"DP, Restricted, Weak"
629,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",3,-,-,Local (12)
630,Light Guns (16 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","21""",10,-1,1,"DP, Restricted, Weak"
630,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",3,-,-,Local (13)
631,Light Guns (16 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","21""",10,-1,1,"DP, Restricted, Weak"
631,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",4,-,-,Local (12)
632,Light Guns (16 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","21""",10,-1,1,"DP, Restricted, Weak"
632,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (11)
633,Light Guns (16 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","21""",10,-1,1,"DP, Restricted, Weak"
633,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (11)
634,Light Guns (16 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","21""",10,-1,1,"DP, Restricted, Weak"
634,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (13)
635,Light Guns (16 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","21""",10,-1,1,"DP, Restricted, Weak"
635,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",2,-,-,Local (11)
636,Light Guns (16 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","21""",10,-1,1,"DP, Restricted, Weak"
636,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (5)
637,Light Guns (16 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","21""",10,-1,1,"DP, Restricted, Weak"
637,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (10)
638,Light Guns (16 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","21""",10,-1,1,"DP, Restricted, Weak"
638,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (11)
639,Light Guns (16 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","21""",10,-1,1,"DP, Restricted, Weak"
639,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",3,-,-,Local (13)
640,Light Guns (16 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","21""",10,-1,1,"DP, Restricted, Weak"
640,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",5,-,-,Local (11)
641,Light Guns (16 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","21""",10,-1,1,"DP, Restricted, Weak"
641,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",2,-,-,Local (9)
642,Light Guns (1 x 4-inch),"Aft, Port, Starboard","4""","8""","12""","17""",1,-2,1,"Slow-Loading, Weak"
642,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
643,Light Guns (4 x 4-inch),"Aft, Port, Starboard","5""","10""","15""","20""",2,-2,1,"DP, Weak"
643,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
644,Light Guns (2 x 5-inch),"Fore, Port, Starboard","4""","9""","13""","18""",1,-2,1,"DP, Weak"
644,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",3,-,-,Local (2)
645,Light Guns (2 x 5-inch),"Fore, Port, Starboard","4""","9""","13""","18""",1,-2,1,"DP, Weak"
645,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",4,-,-,Local (2)
646,Light Guns (2 x 5-inch),"Fore, Port, Starboard","4""","9""","13""","18""",1,-2,1,"DP, Weak"
646,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",6,-,-,Local (1)
647,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Restricted, Weak"
647,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (4)
648,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Restricted, Weak"
648,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (4)
649,Light Guns (2 x 4-inch),"Aft, Port, Starboard","5""","10""","15""","20""",1,-2,1,"DP, Weak"
649,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (4)
650,A Turret (2 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
650,B Turret (2 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
650,X Turret (2 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
650,Light Guns (4 x 4-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","17""",2,-2,1,"DP, Restricted, Weak"
650,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
650,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
650,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
651,A Turret (2 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
651,B Turret (2 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
651,X Turret (2 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
651,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Restricted, Weak"
651,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
651,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
651,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
652,A Turret (2 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
652,B Turret (2 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
652,X Turret (2 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
652,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Restricted, Weak"
652,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
652,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
652,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
653,A Turret (2 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
653,B Turret (2 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
653,X Turret (2 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
653,Light Guns (4 x 4-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","17""",2,-2,1,"DP, Restricted, Weak"
653,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
653,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
653,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
654,A Turret (2 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
654,B Turret (2 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
654,X Turret (2 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
654,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Restricted, Weak"
654,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
654,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
654,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
655,A Turret (2 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
655,B Turret (2 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
655,X Turret (2 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
655,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Restricted, Weak"
655,Port Mk IX** Torpedoes,Port,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
655,Starboard Mk IX** Torpedoes,Starboard,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
655,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",2,-,-,Local (1)
656,A Turret (2 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
656,B Turret (2 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
656,X Turret (2 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
656,Light Guns (4 x 4-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","17""",2,-2,1,"DP, Restricted, Weak"
656,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
656,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
656,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
657,A Turret (2 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
657,B Turret (2 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
657,X Turret (2 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
657,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Restricted, Weak"
657,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
657,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
657,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
658,A Turret (2 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
658,B Turret (2 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
658,X Turret (2 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
658,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Restricted, Weak"
658,Port Mk IX** Torpedoes,Port,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
658,Starboard Mk IX** Torpedoes,Starboard,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
658,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
659,A Turret (2 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
659,B Turret (2 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
659,X Turret (2 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
659,Light Guns (4 x 4-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","17""",2,-2,1,"DP, Restricted, Weak"
659,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
659,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
659,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
660,A Turret (2 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
660,B Turret (2 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
660,X Turret (2 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
660,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Restricted, Weak"
660,Port Mk IX** Torpedoes,Port,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
660,Starboard Mk IX** Torpedoes,Starboard,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
660,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
661,A Turret (2 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
661,B Turret (2 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
661,X Turret (2 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",1,-1,1,Twin-Linked
661,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Restricted, Weak"
661,Port Mk IX** Torpedoes,Port,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
661,Starboard Mk IX** Torpedoes,Starboard,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
661,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
662,Light Guns (8 x 5.25-inch),"Fore, Aft, Port, Starboard","5""","11""","17""","23""",6,-1,1,"DP, Weak"
662,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
662,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
662,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (3)
663,Light Guns (8 x 5.25-inch),"Fore, Aft, Port, Starboard","5""","11""","17""","23""",6,-1,1,"DP, Weak"
663,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
663,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
663,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (4)
664,Light Guns (8 x 5.25-inch),"Fore, Aft, Port, Starboard","5""","11""","17""","23""",6,-1,1,"DP, Weak"
664,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
664,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
664,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (4)
665,Light Guns (8 x 5.25-inch),"Fore, Aft, Port, Starboard","5""","11""","17""","23""",6,-1,1,"DP, Weak"
665,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
665,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
665,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (4)
666,Light Guns (8 x 5.25-inch),"Fore, Aft, Port, Starboard","5""","11""","17""","23""",6,-1,1,"DP, Weak"
666,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
666,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
666,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",2,-,-,Local (3)
667,Light Guns (10 x 4-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","17""",5,-2,1,"DP, Weak"
667,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
668,Light Guns (6 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",3,-2,1,"DP, Weak"
668,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (1)
669,Light Guns (6 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",3,-2,1,"DP, Weak"
669,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (1)
670,Light Guns (6 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",3,-2,1,"DP, Weak"
670,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (2)
671,Light Guns (6 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",3,-2,1,"DP, Weak"
671,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (2)
672,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Weak"
672,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
673,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Weak"
673,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
674,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Weak"
674,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
675,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Weak"
675,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
676,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Weak"
676,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
677,Light Guns (5 x 6-inch),"Fore, Aft, Port, Starboard","4""","9""","14""","19""",3,-2,1,Weak
677,Port MkVII Torpedoes,Port,"4""","8""","12""","16""",2,-,3,"Devastating, One-Shot"
677,Port MkVII Torpedoes,Port,"4""","8""","12""","16""",2,-,3,"Devastating, One-Shot"
677,Starboard MkVII Torpedoes,Starboard,"4""","8""","12""","16""",2,-,3,"Devastating, One-Shot"
677,Starboard MkVII Torpedoes,Starboard,"4""","8""","12""","16""",2,-,3,"Devastating, One-Shot"
677,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","4""",1,-,-,Local (1)
678,Light Guns (5 x 6-inch),"Fore, Aft, Port, Starboard","4""","9""","14""","19""",3,-2,1,Weak
678,Port MkVII Torpedoes,Port,"4""","8""","12""","16""",2,-,3,"Devastating, One-Shot"
678,Port MkVII Torpedoes,Port,"4""","8""","12""","16""",2,-,3,"Devastating, One-Shot"
678,Starboard MkVII Torpedoes,Starboard,"4""","8""","12""","16""",2,-,3,"Devastating, One-Shot"
678,Starboard MkVII Torpedoes,Starboard,"4""","8""","12""","16""",2,-,3,"Devastating, One-Shot"
678,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","4""",1,-,-,Local (1)
679,Light Guns (5 x 6-inch),"Fore, Aft, Port, Starboard","4""","9""","14""","19""",3,-2,1,Weak
679,Port MkVII Torpedoes,Port,"4""","8""","12""","16""",2,-,3,"Devastating, One-Shot"
679,Port MkVII Torpedoes,Port,"4""","8""","12""","16""",2,-,3,"Devastating, One-Shot"
679,Starboard MkVII Torpedoes,Starboard,"4""","8""","12""","16""",2,-,3,"Devastating, One-Shot"
679,Starboard MkVII Torpedoes,Starboard,"4""","8""","12""","16""",2,-,3,"Devastating, One-Shot"
679,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","4""",1,-,-,Local (1)
680,Light Guns (5 x 6-inch),"Fore, Aft, Port, Starboard","4""","9""","14""","19""",3,-2,1,Weak
680,Port MkVII Torpedoes,Port,"4""","8""","12""","16""",2,-,3,"Devastating, One-Shot"
680,Port MkVII Torpedoes,Port,"4""","8""","12""","16""",2,-,3,"Devastating, One-Shot"
680,Starboard MkVII Torpedoes,Starboard,"4""","8""","12""","16""",2,-,3,"Devastating, One-Shot"
680,Starboard MkVII Torpedoes,Starboard,"4""","8""","12""","16""",2,-,3,"Devastating, One-Shot"
680,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","4""",1,-,-,Local (1)
681,Light Guns (6 x 6-inch),"Fore, Aft, Port, Starboard","5""","11""","16""","22""",4,-2,1,Weak
681,Light Guns (3 x 4-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","17""",1,-2,1,"DP, Weak"
681,Port MkVII Torpedoes,Port,"4""","8""","12""","16""",3,-,3,"Devastating, One-Shot"
681,Port MkVII Torpedoes,Port,"4""","8""","12""","16""",3,-,3,"Devastating, One-Shot"
681,Starboard MkVII Torpedoes,Starboard,"4""","8""","12""","16""",3,-,3,"Devastating, One-Shot"
681,Starboard MkVII Torpedoes,Starboard,"4""","8""","12""","16""",3,-,3,"Devastating, One-Shot"
681,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (0)
682,Light Guns (5 x 6-inch),"Fore, Aft, Port, Starboard","5""","11""","16""","22""",3,-2,1,Weak
682,Port MkVII Torpedoes,Port,"4""","8""","12""","16""",3,-,3,"Devastating, One-Shot"
682,Port MkVII Torpedoes,Port,"4""","8""","12""","16""",3,-,3,"Devastating, One-Shot"
682,Starboard MkVII Torpedoes,Starboard,"4""","8""","12""","16""",3,-,3,"Devastating, One-Shot"
682,Starboard MkVII Torpedoes,Starboard,"4""","8""","12""","16""",3,-,3,"Devastating, One-Shot"
682,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (3)
683,Light Guns (6 x 6-inch),"Fore, Aft, Port, Starboard","5""","11""","16""","22""",4,-2,1,Weak
683,Light Guns (3 x 4-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","17""",1,-2,1,"DP, Weak"
683,Port MkVII Torpedoes,Port,"4""","8""","12""","16""",3,-,3,"Devastating, One-Shot"
683,Port MkVII Torpedoes,Port,"4""","8""","12""","16""",3,-,3,"Devastating, One-Shot"
683,Starboard MkVII Torpedoes,Starboard,"4""","8""","12""","16""",3,-,3,"Devastating, One-Shot"
683,Starboard MkVII Torpedoes,Starboard,"4""","8""","12""","16""",3,-,3,"Devastating, One-Shot"
683,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (0)
684,Light Guns (5 x 5-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",3,-2,1,"DP, Weak"
684,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
685,Light Guns (5 x 5-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",3,-2,1,"DP, Weak"
685,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (3)
686,Light Guns (6 x 6-inch),"Fore, Aft, Port, Starboard","5""","11""","16""","22""",4,-2,1,Weak
686,Light Guns (3 x 4-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","17""",1,-2,1,"DP, Weak"
686,Port MkVII Torpedoes,Port,"4""","8""","12""","16""",3,-,3,"Devastating, One-Shot"
686,Port MkVII Torpedoes,Port,"4""","8""","12""","16""",3,-,3,"Devastating, One-Shot"
686,Starboard MkVII Torpedoes,Starboard,"4""","8""","12""","16""",3,-,3,"Devastating, One-Shot"
686,Starboard MkVII Torpedoes,Starboard,"4""","8""","12""","16""",3,-,3,"Devastating, One-Shot"
686,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (0)
687,Light Guns (6 x 6-inch),"Fore, Aft, Port, Starboard","5""","11""","16""","22""",4,-2,1,Weak
687,Light Guns (3 x 4-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","17""",1,-2,1,"DP, Weak"
687,Port MkVII Torpedoes,Port,"4""","8""","12""","16""",3,-,3,"Devastating, One-Shot"
687,Port MkVII Torpedoes,Port,"4""","8""","12""","16""",3,-,3,"Devastating, One-Shot"
687,Starboard MkVII Torpedoes,Starboard,"4""","8""","12""","16""",3,-,3,"Devastating, One-Shot"
