ship_id,ship_name,ship_class,ship_type,points,flank_speed,armour,hull,traits,ship_image,nation,nation_name,unit_id
690,Bonaventure (1941),Dido (Group 1),Cruiser,90,"6""",3+,14/4,"Agile, Radar, Sub-Hunter",dido1_1940.png,royal_navy_ensign.png,Great Britain,960
691,Dido (1942),Dido (Group 1),Cruiser,95,"6""",3+,14/4,"Agile, Radar, Sub-Hunter",dido1_1940.png,royal_navy_ensign.png,Great Britain,961
692,Dido (1943),Dido (Group 1),Cruiser,105,"6""",3+,14/4,"Agile, Radar, Sub-Hunter",dido1_1940.png,royal_navy_ensign.png,Great Britain,962
693,Phoebe (1942),Dido (Group 1),Cruiser,100,"6""",3+,14/4,"Agile, Radar, Sub-Hunter",dido1_1940.png,royal_navy_ensign.png,Great Britain,963
694,Phoebe (1943),Dido (Group 1),Cruiser,110,"6""",3+,14/4,"Agile, Radar, Sub-Hunter",dido1_1940.png,royal_navy_ensign.png,Great Britain,964
695,Argonaut,Dido (Group 2),Cruiser,95,"6""",3+,14/4,"Agile, Radar, Sub-Hunter",dido2_1940.png,royal_navy_ensign.png,Great Britain,965
696,Naiad,Dido (Group 2),Cruiser,85,"6""",3+,14/4,"Agile, Sub-Hunter",dido2_1940.png,royal_navy_ensign.png,Great Britain,966
697,Argonaut (1944),Dido (Group 2),Cruiser,120,"6""",3+,14/4,"Agile, Advanced Radar, Sub-Hunter",dido2_1940.png,royal_navy_ensign.png,Great Britain,967
698,Argonaut (1945),Dido (Group 2),Cruiser,130,"6""",3+,14/4,"Agile, Advanced Radar, Sub-Hunter",dido2_1940.png,royal_navy_ensign.png,Great Britain,968
699,Cleopatra (1945),Dido (Group 2),Cruiser,120,"6""",3+,14/4,"Agile, Advanced Radar, Sub-Hunter",dido2_1940.png,royal_navy_ensign.png,Great Britain,969
700,Euralyus (1943),Dido (Group 2),Cruiser,100,"6""",3+,14/4,"Agile, Radar, Sub-Hunter",dido2_1940.png,royal_navy_ensign.png,Great Britain,970
701,Euralyus (1944),Dido (Group 2),Cruiser,110,"6""",3+,14/4,"Agile, Radar, Sub-Hunter",dido2_1940.png,royal_navy_ensign.png,Great Britain,971
702,Sirius (1944),Dido (Group 2),Cruiser,100,"6""",3+,14/4,"Agile, Radar, Sub-Hunter",dido2_1940.png,royal_navy_ensign.png,Great Britain,972
703,Sirius (1945),Dido (Group 2),Cruiser,110,"6""",3+,14/4,"Agile, Radar, Sub-Hunter",dido2_1940.png,royal_navy_ensign.png,Great Britain,973
704,Charybdis,Dido (Group 3),Cruiser,85,"6""",3+,14/4,"Agile, Radar, Sub-Hunter",dido3_1941.png,royal_navy_ensign.png,Great Britain,974
705,Charybdis (1943),Dido (Group 3),Cruiser,90,"6""",3+,14/4,"Agile, Radar, Sub-Hunter",dido3_1941.png,royal_navy_ensign.png,Great Britain,975
706,Scylla (1944),Dido (Group 3),Cruiser,90,"6""",3+,14/4,"Agile, Radar, Sub-Hunter",dido3_1941.png,royal_navy_ensign.png,Great Britain,976
707,Edinburgh,Edinburgh,Cruiser,130,"6""",3+,26/8,Aircraft 3,edinburgh_1939.png,royal_navy_ensign.png,Great Britain,977
708,Edinburgh (1941),Edinburgh,Cruiser,135,"6""",3+,26/8,Aircraft 3,edinburgh_1939.png,royal_navy_ensign.png,Great Britain,978
709,Edinburgh (1942),Edinburgh,Cruiser,150,"6""",3+,26/8,"Aircraft 3, Radar",edinburgh_1939.png,royal_navy_ensign.png,Great Britain,979
710,Belfast (1943),Edinburgh,Cruiser,135,"6""",3+,26/8,Aircraft 3,edinburgh_1939.png,royal_navy_ensign.png,Great Britain,980
711,Belfast (1944),Edinburgh,Cruiser,170,"6""",3+,26/8,"Aircraft 3, Radar, Sub-Hunter",edinburgh_1939.png,royal_navy_ensign.png,Great Britain,981
712,Belfast (1945),Edinburgh,Cruiser,195,"6""",3+,26/8,"Advanced Radar, Sub-Hunter",edinburgh_1939.png,royal_navy_ensign.png,Great Britain,982
713,Emerald,Emerald,Cruiser,110,"7""",2+,20/6,"Aircraft 1, Sub-Hunter",emerald_1939.png,royal_navy_ensign.png,Great Britain,983
714,Enterprise,Emerald,Cruiser,110,"7""",2+,20/6,"Aircraft 1, Sub-Hunter",emerald_1939.png,royal_navy_ensign.png,Great Britain,984
715,Fiji,Crown Colony (Group 1),Cruiser,135,"6""",3+,21/7,"Aircraft 2, Armored Deck",crown_colony_1940.png,royal_navy_ensign.png,Great Britain,985
716,Fiji (1940),Crown Colony (Group 1),Cruiser,150,"6""",3+,21/7,"Aircraft 2, Armored Deck, Radar",crown_colony_1940.png,royal_navy_ensign.png,Great Britain,986
717,Bermuda (1942),Crown Colony (Group 1),Cruiser,150,"6""",3+,21/7,"Aircraft 2, Armored Deck, Radar",crown_colony_1940.png,royal_navy_ensign.png,Great Britain,987
718,Bermuda (1943),Crown Colony (Group 1),Cruiser,155,"6""",3+,21/7,"Aircraft 2, Armored Deck, Radar",crown_colony_1940.png,royal_navy_ensign.png,Great Britain,988
719,Bermuda (1944),Crown Colony (Group 1),Cruiser,155,"6""",3+,21/7,"Armored Deck, Radar, Sub-Hunter",crown_colony_1940.png,royal_navy_ensign.png,Great Britain,989
720,Bermuda (1945),Crown Colony (Group 1),Cruiser,175,"6""",3+,21/7,"Armored Deck, Advanced Radar, Sub-Hunter",crown_colony_1940.png,royal_navy_ensign.png,Great Britain,990
721,Gambia (1942),Crown Colony (Group 1),Cruiser,155,"6""",3+,21/7,"Aircraft 2, Armored Deck, Radar",crown_colony_1940.png,royal_navy_ensign.png,Great Britain,991
722,Gambia (1943),Crown Colony (Group 1),Cruiser,145,"6""",3+,21/7,"Armored Deck, Radar",crown_colony_1940.png,royal_navy_ensign.png,Great Britain,992
723,Jamaica (1944),Crown Colony (Group 1),Cruiser,165,"6""",3+,21/7,"Aircraft 2, Armored Deck, Radar, Sub-Hunter",crown_colony_1940.png,royal_navy_ensign.png,Great Britain,994
724,Jamaica (1945),Crown Colony (Group 1),Cruiser,165,"6""",3+,21/7,"Armored Deck, Advanced Radar, Sub-Hunter",crown_colony_1940.png,royal_navy_ensign.png,Great Britain,995
725,Kenya (1943),Crown Colony (Group 1),Cruiser,165,"6""",3+,21/7,"Aircraft 2, Armored Deck, Radar",crown_colony_1940.png,royal_navy_ensign.png,Great Britain,996
726,Kenya (1944),Crown Colony (Group 1),Cruiser,175,"6""",3+,21/7,"Aircraft 2, Armored Deck, Radar, Sub-Hunter",crown_colony_1940.png,royal_navy_ensign.png,Great Britain,997
727,Kenya (1945),Crown Colony (Group 1),Cruiser,160,"6""",3+,21/7,"Aircraft 2, Armored Deck, Radar, Sub-Hunter",crown_colony_1940.png,royal_navy_ensign.png,Great Britain,998
728,Mauritius (1943),Crown Colony (Group 1),Cruiser,145,"6""",3+,21/7,"Armored Deck, Radar",crown_colony_1940.png,royal_navy_ensign.png,Great Britain,999
729,Mauritius (1944),Crown Colony (Group 1),Cruiser,155,"6""",3+,21/7,"Armored Deck, Radar, Sub-Hunter",crown_colony_1940.png,royal_navy_ensign.png,Great Britain,1000
730,Mauritius (1945),Crown Colony (Group 1),Cruiser,160,"6""",3+,21/7,"Armored Deck, Radar, Sub-Hunter",crown_colony_1940.png,royal_navy_ensign.png,Great Britain,1001
731,Nigeria (1945),Crown Colony (Group 1),Cruiser,170,"6""",3+,21/7,"Armored Deck, Radar, Sub-Hunter",crown_colony_1940.png,royal_navy_ensign.png,Great Britain,1002
732,Ceylon,Crown Colony (Group 2),Cruiser,125,"6""",3+,22/7,"Aircraft 2, Armored Deck, Radar",crown_colony_1943.png,royal_navy_ensign.png,Great Britain,1003
733,Ceylon (1944),Crown Colony (Group 2),Cruiser,140,"6""",3+,22/7,"Aircraft 2, Armored Deck, Radar, Sub-Hunter",crown_colony_1943.png,royal_navy_ensign.png,Great Britain,1004
734,Ceylon (1945),Crown Colony (Group 2),Cruiser,140,"6""",3+,22/7,"Aircraft 2, Armored Deck, Radar, Sub-Hunter",crown_colony_1943.png,royal_navy_ensign.png,Great Britain,1005
735,Newfoundland (1944),Crown Colony (Group 2),Cruiser,155,"6""",3+,22/7,"Armored Deck, Advanced Radar, Sub-Hunter",crown_colony_1943.png,royal_navy_ensign.png,Great Britain,1006
736,Uganda (1943),Crown Colony (Group 2),Cruiser,130,"6""",3+,22/7,"Aircraft 2, Armored Deck, Radar",crown_colony_1943.png,royal_navy_ensign.png,Great Britain,1007
737,Uganda (1944),Crown Colony (Group 2),Cruiser,135,"6""",3+,22/7,"Aircraft 2, Armored Deck, Radar, Sub-Hunter",crown_colony_1943.png,royal_navy_ensign.png,Great Britain,1008
738,Gloucester,Gloucester,Cruiser,135,"6""",3+,23/7,Aircraft 2,gloucester_1939.png,royal_navy_ensign.png,Great Britain,1010
739,Manchester (1940),Gloucester,Cruiser,150,"6""",3+,23/7,"Aircraft 2, Radar",gloucester_1939.png,royal_navy_ensign.png,Great Britain,1011
740,Manchester (1941),Gloucester,Cruiser,155,"6""",3+,23/7,"Aircraft 2, Radar",gloucester_1939.png,royal_navy_ensign.png,Great Britain,1012
741,Liverpool (1944),Gloucester,Cruiser,160,"6""",3+,23/7,"Aircraft 2, Radar, Sub-Hunter",gloucester_1939.png,royal_navy_ensign.png,Great Britain,1013
742,Liverpool (1945),Gloucester,Cruiser,155,"6""",3+,23/7,"Radar, Sub-Hunter",gloucester_1939.png,royal_navy_ensign.png,Great Britain,1014
743,Hawkins,Hawkins (Group 1),Cruiser,85,"6""",2+,26/8,,hawkins_1939.png,royal_navy_ensign.png,Great Britain,1015
744,Hawkins (1942),Hawkins (Group 1),Cruiser,100,"6""",2+,26/8,Radar,hawkins_1939.png,royal_navy_ensign.png,Great Britain,1016
745,Hawkins (1944),Hawkins (Group 1),Cruiser,90,"6""",2+,26/8,Radar,hawkins_1939.png,royal_navy_ensign.png,Great Britain,1017
746,Frobisher (1942),Hawkins (Group 1),Cruiser,100,"6""",2+,26/8,Radar,hawkins_1939.png,royal_navy_ensign.png,Great Britain,1018
747,Frobisher (1944),Hawkins (Group 1),Cruiser,80,"6""",2+,26/8,Radar,hawkins_1939.png,royal_navy_ensign.png,Great Britain,1019
748,Cavendish,Hawkins (Group 2),Cruiser,90,"6""",2+,25/8,Aircraft 1,hawkins_1939.png,royal_navy_ensign.png,Great Britain,1020
749,Cavendish (1941),Hawkins (Group 2),Cruiser,110,"6""",2+,25/8,Aircraft 2,hawkins_1939.png,royal_navy_ensign.png,Great Britain,1021
750,Kent,Kent,Cruiser,135,"6""",3+,30/10,Aircraft 3,kent_1939.png,royal_navy_ensign.png,Great Britain,1022
751,Kent (1941),Kent,Cruiser,160,"6""",3+,30/10,"Aircraft 3, Radar",kent_1939.png,royal_navy_ensign.png,Great Britain,1023
752,Kent (1943),Kent,Cruiser,150,"6""",3+,30/10,Radar,kent_1939.png,royal_navy_ensign.png,Great Britain,1024
753,Kent (1944),Kent,Cruiser,170,"6""",3+,30/10,"Radar, Sub-Hunter",kent_1939.png,royal_navy_ensign.png,Great Britain,1025
754,Australia,Kent,Cruiser,165,"6""",3+,27/9,Aircraft 1,kent_1939.png,royal_navy_ensign.png,Great Britain,1026
755,Australia (1941),Kent,Cruiser,175,"6""",3+,27/9,"Aircraft 1, Radar",kent_1939.png,royal_navy_ensign.png,Great Britain,1027
756,Australia (1942),Kent,Cruiser,155,"6""",3+,27/9,"Aircraft 1, Radar",kent_1939.png,royal_navy_ensign.png,Great Britain,1028
757,Australia (1944),Kent,Cruiser,175,"6""",3+,27/9,"Radar, Sub-Hunter",kent_1939.png,royal_navy_ensign.png,Great Britain,1029
758,Australia (1945),Kent,Cruiser,155,"6""",3+,27/9,"Radar, Sub-Hunter",kent_1939.png,royal_navy_ensign.png,Great Britain,1030
759,Berwick,Kent,Cruiser,130,"6""",3+,30/10,Aircraft 3,kent_1939.png,royal_navy_ensign.png,Great Britain,1031
760,Berwick (1941),Kent,Cruiser,145,"6""",3+,30/10,"Aircraft 3, Radar",kent_1939.png,royal_navy_ensign.png,Great Britain,1032
761,Berwick (1942),Kent,Cruiser,135,"6""",3+,30/10,Radar,kent_1939.png,royal_navy_ensign.png,Great Britain,1033
762,Berwick (1944),Kent,Cruiser,165,"6""",3+,30/10,"Advanced Radar, Sub-Hunter",kent_1939.png,royal_navy_ensign.png,Great Britain,1034
763,Canberra,Kent,Cruiser,165,"6""",2+,27/9,"Aircraft 1, Armored Deck",kent_1939.png,royal_navy_ensign.png,Great Britain,1035
764,Canberra (1941),Kent,Cruiser,190,"6""",2+,27/9,"Aircraft 1, Armored Deck, Radar",kent_1939.png,royal_navy_ensign.png,Great Britain,1036
765,Canberra (1942),Kent,Cruiser,200,"6""",2+,27/9,"Aircraft 1, Armored Deck, Radar",kent_1939.png,royal_navy_ensign.png,Great Britain,1037
766,Cumberland,Kent,Cruiser,125,"6""",3+,30/10,Aircraft 3,kent_1939.png,royal_navy_ensign.png,Great Britain,1038
767,Cumberland (1941),Kent,Cruiser,135,"6""",3+,30/10,"Aircraft 3, Radar",kent_1939.png,royal_navy_ensign.png,Great Britain,1039
768,Cumberland (1943),Kent,Cruiser,130,"6""",3+,30/10,Radar,kent_1939.png,royal_navy_ensign.png,Great Britain,1040
769,Cumberland (1944),Kent,Cruiser,150,"6""",3+,30/10,"Radar, Sub-Hunter",kent_1939.png,royal_navy_ensign.png,Great Britain,1041
770,Suffolk,Kent,Cruiser,130,"6""",3+,30/10,Aircraft 3,kent_1939.png,royal_navy_ensign.png,Great Britain,1042
771,Suffolk (1941),Kent,Cruiser,150,"6""",3+,30/10,"Aircraft 3, Radar",kent_1939.png,royal_navy_ensign.png,Great Britain,1043
772,Suffolk (1943),Kent,Cruiser,145,"6""",3+,30/10,Radar,kent_1939.png,royal_navy_ensign.png,Great Britain,1044
773,Suffolk (1944),Kent,Cruiser,165,"6""",3+,30/10,"Radar, Sub-Hunter",kent_1939.png,royal_navy_ensign.png,Great Britain,1045
774,Leander,Leander,Cruiser,125,"6""",3+,19/6,"Aircraft 1, Agile, Sub-Hunter",leander_1939.png,royal_navy_ensign.png,Great Britain,1046
775,Leander (1941),Leander,Cruiser,120,"6""",3+,19/6,"Agile, Sub-Hunter",leander_1939.png,royal_navy_ensign.png,Great Britain,1047
776,Achilles,Leander,Cruiser,120,"6""",3+,18/6,"Aircraft 1, Agile, Sub-Hunter",leander_1939.png,royal_navy_ensign.png,Great Britain,1051
777,Ajax,Leander,Cruiser,130,"6""",3+,18/6,"Aircraft 1, Agile, Sub-Hunter",leander_1939.png,royal_navy_ensign.png,Great Britain,1055
778,Ajax (1942),Leander,Cruiser,135,"6""",3+,18/6,"Aircraft 1, Agile, Sub-Hunter, Radar",leander_1939.png,royal_navy_ensign.png,Great Britain,1056
779,Ajax (1943),Leander,Cruiser,140,"6""",3+,18/6,"Aircraft 1, Agile, Sub-Hunter, Radar",leander_1939.png,royal_navy_ensign.png,Great Britain,1057
780,Ajax (1944),Leander,Cruiser,150,"6""",3+,18/6,"Aircraft 1, Agile, Sub-Hunter, Radar",leander_1939.png,royal_navy_ensign.png,Great Britain,1058
781,Neptune (1941),Leander,Cruiser,140,"6""",3+,18/6,"Aircraft 1, Agile, Sub-Hunter, Radar",leander_1939.png,royal_navy_ensign.png,Great Britain,1059
782,Orion (1941),Leander,Cruiser,125,"6""",3+,18/6,"Agile, Sub-Hunter",leander_1939.png,royal_navy_ensign.png,Great Britain,1060
783,Orion (1942),Leander,Cruiser,140,"6""",3+,18/6,"Agile, Sub-Hunter, Radar",leander_1939.png,royal_navy_ensign.png,Great Britain,1061
784,Orion (1943),Leander,Cruiser,145,"6""",3+,18/6,"Agile, Sub-Hunter, Radar",leander_1939.png,royal_navy_ensign.png,Great Britain,1062
785,London,London,Cruiser,175,"6""",2+,27/9,"Aircraft 1, Armored Deck",london_1939.png,royal_navy_ensign.png,Great Britain,1063
786,London (1941),London,Cruiser,220,"6""",3+,29/9,"Aircraft 2, Radar",london_1939.png,royal_navy_ensign.png,Great Britain,1064
787,London (1942),London,Cruiser,225,"6""",3+,29/9,"Aircraft 2, Radar",london_1939.png,royal_navy_ensign.png,Great Britain,1065
788,London (1943),London,Cruiser,215,"6""",3+,29/9,Radar,london_1939.png,royal_navy_ensign.png,Great Britain,1066
789,London (1944),London,Cruiser,235,"6""",3+,29/9,"Radar, Sub-Hunter",london_1939.png,royal_navy_ensign.png,Great Britain,1067
790,London (1945),London,Cruiser,240,"6""",3+,29/9,"Radar, Sub-Hunter",london_1939.png,royal_navy_ensign.png,Great Britain,1068
791,Devonshire (1941),London,Cruiser,200,"6""",2+,27/9,"Aircraft 1, Armored Deck, Radar",london_1939.png,royal_navy_ensign.png,Great Britain,1069
792,Devonshire (1943),London,Cruiser,220,"6""",2+,27/9,"Aircraft 1, Armored Deck, Radar",london_1939.png,royal_navy_ensign.png,Great Britain,1070
793,Devonshire (1944),London,Cruiser,220,"6""",2+,27/9,"Armored Deck, Advanced Radar, Sub-Hunter",london_1939.png,royal_navy_ensign.png,Great Britain,1071
794,Shropshire (1941),London,Cruiser,185,"6""",2+,27/9,"Aircraft 1, Armored Deck",london_1939.png,royal_navy_ensign.png,Great Britain,1072
795,Shropshire (1942),London,Cruiser,205,"6""",2+,27/9,"Aircraft 1, Armored Deck, Radar",london_1939.png,royal_navy_ensign.png,Great Britain,1073
796,Sussex (1942),London,Cruiser,195,"6""",2+,27/9,"Aircraft 1, Armored Deck, Radar",sussex_1942.png,royal_navy_ensign.png,Great Britain,1077
797,Sussex (1944),London,Cruiser,200,"6""",2+,27/9,"Armored Deck, Radar, Sub-Hunter",sussex_1942.png,royal_navy_ensign.png,Great Britain,1078
798,Sussex (1945),London,Cruiser,190,"6""",2+,27/9,"Armored Deck, Advanced Radar, Sub-Hunter",sussex_1942.png,royal_navy_ensign.png,Great Britain,1079
799,Norfolk,Norfolk,Cruiser,185,"6""",2+,29/9,"Aircraft 1, Armored Deck",norfolk_1939.png,royal_navy_ensign.png,Great Britain,1080
800,Norfolk (1941),Norfolk,Cruiser,205,"6""",2+,29/9,"Aircraft 1, Armored Deck, Radar",norfolk_1939.png,royal_navy_ensign.png,Great Britain,1081
801,Norfolk (1943),Norfolk,Cruiser,200,"6""",2+,29/9,"Armored Deck, Radar",norfolk_1943.png,royal_navy_ensign.png,Great Britain,1082
802,Norfolk (1944),Norfolk,Cruiser,220,"6""",2+,29/9,"Armored Deck, Radar, Sub-Hunter",norfolk_1943.png,royal_navy_ensign.png,Great Britain,1083
803,Norfolk (1945),Norfolk,Cruiser,240,"6""",2+,29/9,"Armored Deck, Advanced Radar, Sub-Hunter",norfolk_1943.png,royal_navy_ensign.png,Great Britain,1084
804,Dorsetshire (1941),Norfolk,Cruiser,180,"6""",2+,27/9,"Aircraft 1, Armored Deck",norfolk_1941.png,royal_navy_ensign.png,Great Britain,1085
805,Southampton,Southampton,Cruiser,135,"6""",3+,23/7,Aircraft 2,southampton_1939.png,royal_navy_ensign.png,Great Britain,1091
806,Birmingham (1942),Southampton,Cruiser,150,"6""",3+,23/7,"Aircraft 2, Radar",southampton_1939.png,royal_navy_ensign.png,Great Britain,1092
807,Birmingham (1943),Southampton,Cruiser,150,"6""",3+,23/7,Radar,southampton_1939.png,royal_navy_ensign.png,Great Britain,1093
808,Birmingham (1944),Southampton,Cruiser,200,"6""",3+,23/7,"Advanced Radar, Sub-Hunter",southampton_1939.png,royal_navy_ensign.png,Great Britain,1094
809,Sheffield (1943),Southampton,Cruiser,155,"6""",3+,23/7,"Aircraft 2, Radar",southampton_1939.png,royal_navy_ensign.png,Great Britain,1095
810,Sheffield (1944),Southampton,Cruiser,170,"6""",3+,23/7,"Radar, Sub-Hunter",southampton_1939.png,royal_navy_ensign.png,Great Britain,1096
811,Sheffield (1945),Southampton,Cruiser,195,"6""",3+,23/7,"Advanced Radar, Sub-Hunter",southampton_1939.png,royal_navy_ensign.png,Great Britain,1097
812,Glasgow (1940),Southampton,Cruiser,150,"6""",3+,23/7,"Aircraft 2, Radar",southampton_1939.png,royal_navy_ensign.png,Great Britain,1098
813,Glasgow (1943),Southampton,Cruiser,155,"6""",3+,23/7,"Aircraft 2, Radar",southampton_1939.png,royal_navy_ensign.png,Great Britain,1099
814,Glasgow (1944),Southampton,Cruiser,175,"6""",3+,23/7,"Aircraft 2, Radar, Sub-Hunter",southampton_1939.png,royal_navy_ensign.png,Great Britain,1100
815,Glasgow (1945),Southampton,Cruiser,195,"6""",3+,23/7,"Advanced Radar, Sub-Hunter",southampton_1939.png,royal_navy_ensign.png,Great Britain,1101
816,Newcastle (1941),Southampton,Cruiser,150,"6""",3+,23/7,"Aircraft 2, Radar",southampton_1939.png,royal_navy_ensign.png,Great Britain,1102
817,Newcastle (1942),Southampton,Cruiser,155,"6""",3+,23/7,"Aircraft 2, Radar",southampton_1939.png,royal_navy_ensign.png,Great Britain,1103
818,Newcastle (1943),Southampton,Cruiser,155,"6""",3+,23/7,Radar,southampton_1939.png,royal_navy_ensign.png,Great Britain,1104
819,Newcastle (1944),Southampton,Cruiser,175,"6""",3+,23/7,"Radar, Sub-Hunter",southampton_1939.png,royal_navy_ensign.png,Great Britain,1105
820,Swiftsure,Swiftsure,Cruiser,125,"6""",3+,23/7,"Armored Deck, Advanced Radar, Sub-Hunter",swiftsure_1944.png,royal_navy_ensign.png,Great Britain,1106
821,Swiftsure (1945),Swiftsure,Cruiser,130,"6""",3+,23/7,"Armored Deck, Advanced Radar, Sub-Hunter",swiftsure_1944.png,royal_navy_ensign.png,Great Britain,1107
822,Tiger,Tiger,Cruiser,125,"6""",3+,23/7,"Armored Deck, Advanced Radar, Sub-Hunter",tiger_1945.png,royal_navy_ensign.png,Great Britain,1109
823,York,York,Cruiser,115,"6""",3+,21/7,Aircraft 1,york_1939.png,royal_navy_ensign.png,Great Britain,1110
824,Exeter (1941),York,Cruiser,135,"6""",3+,21/7,"Aircraft 1, Radar",york_1939.png,royal_navy_ensign.png,Great Britain,1111
825,Acasta,A & B,Destroyer,40,"7""",1+,4/1,Agile,a_and_b_1939.png,royal_navy_ensign.png,Great Britain,1112
826,Achates (1940),A & B,Destroyer,30,"7""",1+,4/1,Agile,a_and_b_1939.png,royal_navy_ensign.png,Great Britain,1113
827,Achates (1942),A & B,Destroyer,30,"7""",1+,4/1,"Agile, Radar",a_and_b_1939.png,royal_navy_ensign.png,Great Britain,1114
828,Active (1941),A & B,Destroyer,25,"7""",1+,4/1,Agile,a_and_b_1939.png,royal_navy_ensign.png,Great Britain,1115
829,Active (1942),A & B,Destroyer,30,"7""",1+,4/1,"Agile, Radar",a_and_b_1939.png,royal_navy_ensign.png,Great Britain,1116
830,Active (1944),A & B,Destroyer,35,"7""",1+,4/1,"Agile, Radar",a_and_b_1939.png,royal_navy_ensign.png,Great Britain,1117
831,Anthony (1942),A & B,Destroyer,40,"7""",1+,4/1,"Agile, Radar",a_and_b_1939.png,royal_navy_ensign.png,Great Britain,1118
832,Anthony (1943),A & B,Destroyer,30,"7""",1+,4/1,"Agile, Radar",a_and_b_1939.png,royal_navy_ensign.png,Great Britain,1119
833,Anthony (1944),A & B,Destroyer,35,"7""",1+,4/1,"Agile, Radar",a_and_b_1939.png,royal_navy_ensign.png,Great Britain,1120
834,Beagle (1943),A & B,Destroyer,30,"7""",1+,4/1,"Agile, Radar",a_and_b_1939.png,royal_navy_ensign.png,Great Britain,1121
835,Boadicea (1941),A & B,Destroyer,30,"7""",1+,4/1,"Agile, Radar",a_and_b_1939.png,royal_navy_ensign.png,Great Britain,1122
836,Sabre,Admiralty S,Destroyer,50,"7""",1+,3/1,"Agile, Depth Charge",admiralty_s_1939.png,royal_navy_ensign.png,Great Britain,1124
837,Sabre (1941),Admiralty S,Destroyer,60,"7""",1+,3/1,"Agile, Depth Charge (2), Sub-Hunter",admiralty_s_1939.png,royal_navy_ensign.png,Great Britain,1125
838,Sabre (1941),Admiralty S,Destroyer,70,"7""",1+,3/1,"Agile, Depth Charge (3), Sub-Hunter, Radar",admiralty_s_1939.png,royal_navy_ensign.png,Great Britain,1126
839,Thracian,Admiralty S,Destroyer,60,"7""",1+,3/1,Agile,admiralty_s_1939.png,royal_navy_ensign.png,Great Britain,1127
840,Vanity,Admiralty V & W,Destroyer,25,"7""",1+,3/1,"Agile, Depth Charge",admiralty_v_1939.png,royal_navy_ensign.png,Great Britain,1129
841,Vanity (1939),Admiralty V & W,Destroyer,25,"7""",1+,3/1,Agile,admiralty_v_1939.png,royal_navy_ensign.png,Great Britain,1130
842,Vanity (1941),Admiralty V & W,Destroyer,30,"7""",1+,3/1,"Agile, Radar",admiralty_v_1939.png,royal_navy_ensign.png,Great Britain,1131
843,Vimiera,Admiralty V & W,Destroyer,20,"7""",1+,3/1,"Agile, Depth Charge",admiralty_v_1939.png,royal_navy_ensign.png,Great Britain,1132
844,Wakeful,Admiralty V & W,Destroyer,30,"7""",1+,3/1,"Agile, Depth Charge, Sub-Hunter",admiralty_v_1939.png,royal_navy_ensign.png,Great Britain,1133
845,Vanessa (1940),Admiralty V & W,Destroyer,15,"7""",1+,3/1,"Agile, Depth Charge",admiralty_v_1939.png,royal_navy_ensign.png,Great Britain,1134
846,Vanessa (1942),Admiralty V & W,Destroyer,40,"5""",1+,4/1,"Agile, Depth Charge, Sub-Hunter, Radar",admiralty_v_1939.png,royal_navy_ensign.png,Great Britain,1135
847,Vanoc (1940),Admiralty V & W,Destroyer,15,"7""",1+,3/1,"Agile, Depth Charge",admiralty_v_1939.png,royal_navy_ensign.png,Great Britain,1136
848,Vanoc (1943),Admiralty V & W,Destroyer,25,"7""",1+,3/1,"Agile, Depth Charge, Sub-Hunter",admiralty_v_1939.png,royal_navy_ensign.png,Great Britain,1137
849,Vanoc (1944),Admiralty V & W,Destroyer,40,"5""",1+,4/1,"Agile, Depth Charge, Sub-Hunter, Radar",admiralty_v_1939.png,royal_navy_ensign.png,Great Britain,1138
850,Vivacious (1943),Admiralty V & W,Destroyer,25,"7""",1+,3/1,"Agile, Depth Charge, Radar, Sub-Hunter",admiralty_v_1939.png,royal_navy_ensign.png,Great Britain,1142
851,Vortigern (1941),Admiralty V & W,Destroyer,25,"7""",1+,3/1,"Agile, Depth Charge, Sub-Hunter",admiralty_v_1939.png,royal_navy_ensign.png,Great Britain,1143
852,Walpole (1944),Admiralty V & W,Destroyer,20,"7""",1+,3/1,"Agile, Depth Charge, Radar",admiralty_v_1939.png,royal_navy_ensign.png,Great Britain,1144
853,Windsor (1940),Admiralty V & W,Destroyer,20,"7""",1+,3/1,"Agile, Depth Charge, Sub-Hunter",admiralty_v_1939.png,royal_navy_ensign.png,Great Britain,1145
854,Windsor (1943),Admiralty V & W,Destroyer,25,"7""",1+,3/1,"Agile, Depth Charge, Sub-Hunter, Radar",admiralty_v_1939.png,royal_navy_ensign.png,Great Britain,1146
855,Westcott (1941),Admiralty V & W,Destroyer,30,"5""",1+,4/1,"Agile, Depth Charge",admiralty_v_1939.png,royal_navy_ensign.png,Great Britain,1147
856,Westcott (1943),Admiralty V & W,Destroyer,45,"5""",1+,4/1,"Agile, Depth Charge, Sub-Hunter, Radar",admiralty_v_1939.png,royal_navy_ensign.png,Great Britain,1148
857,Viscount (1942),Admiralty V & W,Destroyer,50,"5""",1+,4/1,"Agile, Depth Charge, Sub-Hunter, Radar",admiralty_v_1939.png,royal_navy_ensign.png,Great Britain,1149
858,Viscount (1943),Admiralty V & W,Destroyer,40,"5""",1+,4/1,"Agile, Depth Charge, Sub-Hunter, Radar",admiralty_v_1939.png,royal_navy_ensign.png,Great Britain,1150
859,Vanquisher (1943),Admiralty V & W,Destroyer,40,"5""",1+,4/1,"Agile, Depth Charge, Sub-Hunter, Radar",admiralty_v_1939.png,royal_navy_ensign.png,Great Britain,1151
